"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.nums","Answer.nums","Answer.surveycode","Approve","Reject"
"308KJXFUJRDC2IJX0QNNG208C7ZATO","3U6Z1K5VYWQKE8TH0ONEVSHDOLL8NS","A quick game","A quick game - this game may only be played once.","game, simple, quick","$0.30","Wed Jul 20 12:37:22 PDT 2022","5","BatchId:4785645;OriginalHitTemplateId:920937340;","3600","259200","Wed Jul 27 12:37:22 PDT 2022","","","34FNN24DCNGE0I3452O74S8QDDKY5Y","A2WYZLG8J526TQ","Submitted","Wed Jul 20 16:15:36 PDT 2022","Wed Jul 20 16:27:15 PDT 2022","Sat Jul 23 16:27:15 PDT 2022","","","","699","100% (1/1)","100% (1/1)","0% (0/0)","1","1","N7SuS0uDb2PVST69Iaeido"
"308KJXFUJRDC2IJX0QNNG208C7ZATO","3U6Z1K5VYWQKE8TH0ONEVSHDOLL8NS","A quick game","A quick game - this game may only be played once.","game, simple, quick","$0.30","Wed Jul 20 12:37:22 PDT 2022","5","BatchId:4785645;OriginalHitTemplateId:920937340;","3600","259200","Wed Jul 27 12:37:22 PDT 2022","","","3KWTYT0871AU0JW5MNZHAK6U4XOL5Z","A3T9WZOUQGE2UW","Submitted","Wed Jul 20 13:29:31 PDT 2022","Wed Jul 20 13:32:45 PDT 2022","Sat Jul 23 13:32:45 PDT 2022","","","","194","0% (0/0)","0% (0/0)","0% (0/0)","1","1","N7SIPmRaXa0XPJg9lFXido"
"308KJXFUJRDC2IJX0QNNG208C7ZATO","3U6Z1K5VYWQKE8TH0ONEVSHDOLL8NS","A quick game","A quick game - this game may only be played once.","game, simple, quick","$0.30","Wed Jul 20 12:37:22 PDT 2022","5","BatchId:4785645;OriginalHitTemplateId:920937340;","3600","259200","Wed Jul 27 12:37:22 PDT 2022","","","3VHP9MDGRORTZCVOFMJRTD7KZIHFCP","A2Z2WC3DJQ38RH","Submitted","Wed Jul 20 12:48:12 PDT 2022","Wed Jul 20 13:05:16 PDT 2022","Sat Jul 23 13:05:16 PDT 2022","","","","1024","0% (0/0)","0% (0/0)","0% (0/0)","1","1","N7SBQszAorBvSubKweHido"
"308KJXFUJRDC2IJX0QNNG208C7ZATO","3U6Z1K5VYWQKE8TH0ONEVSHDOLL8NS","A quick game","A quick game - this game may only be played once.","game, simple, quick","$0.30","Wed Jul 20 12:37:22 PDT 2022","5","BatchId:4785645;OriginalHitTemplateId:920937340;","3600","259200","Wed Jul 27 12:37:22 PDT 2022","","","3XC1O3LBOTTWLL7VNJHFD0C8K04LTK","A25ZEIM3YKGWVL","Submitted","Wed Jul 20 12:45:27 PDT 2022","Wed Jul 20 12:51:15 PDT 2022","Sat Jul 23 12:51:15 PDT 2022","","","","348","0% (0/0)","0% (0/0)","0% (0/0)","1","1","N7S8c30QJt29xMoO-rlido"
"308KJXFUJRDC2IJX0QNNG208C7ZATO","3U6Z1K5VYWQKE8TH0ONEVSHDOLL8NS","A quick game","A quick game - this game may only be played once.","game, simple, quick","$0.30","Wed Jul 20 12:37:22 PDT 2022","5","BatchId:4785645;OriginalHitTemplateId:920937340;","3600","259200","Wed Jul 27 12:37:22 PDT 2022","","","3XUHV3NRVL5SENDFV2KJISDNNGH5HE","A2R28I9SM3G0YL","Submitted","Wed Jul 20 13:38:04 PDT 2022","Wed Jul 20 13:46:40 PDT 2022","Sat Jul 23 13:46:40 PDT 2022","","","","516","0% (0/0)","0% (0/0)","0% (0/0)","1","1","N7SKg6f2wBDjE0uY2htido"
"31JUPBOORNBA0HIDUJ1IYKKWS6DL8S","3U6Z1K5VYWQKE8TH0ONEVSHDOLL8NS","A quick game","A quick game - this game may only be played once.","game, simple, quick","$0.30","Wed Jul 20 12:37:22 PDT 2022","5","BatchId:4785645;OriginalHitTemplateId:920937340;","3600","259200","Wed Jul 27 12:37:22 PDT 2022","","","33TIN5LC05HX155G8S1OG8DSZ849YZ","A35ZVN8ZE9M60P","Submitted","Wed Jul 20 13:00:46 PDT 2022","Wed Jul 20 13:03:06 PDT 2022","Sat Jul 23 13:03:06 PDT 2022","","","","140","0% (0/0)","0% (0/0)","0% (0/0)","2","2","N7SBnYXm7yj-NN54FEoido"
"31JUPBOORNBA0HIDUJ1IYKKWS6DL8S","3U6Z1K5VYWQKE8TH0ONEVSHDOLL8NS","A quick game","A quick game - this game may only be played once.","game, simple, quick","$0.30","Wed Jul 20 12:37:22 PDT 2022","5","BatchId:4785645;OriginalHitTemplateId:920937340;","3600","259200","Wed Jul 27 12:37:22 PDT 2022","","","3C2NJ6JBKBOSPMG3GHDYP577PIZN24","A1037WWQHXLFA0","Submitted","Wed Jul 20 14:43:58 PDT 2022","Wed Jul 20 15:03:45 PDT 2022","Sat Jul 23 15:03:45 PDT 2022","","","","1187","0% (0/0)","0% (0/0)","0% (0/0)","2","2","N7SZPE3oHGDDzPTrYxVido"
"31JUPBOORNBA0HIDUJ1IYKKWS6DL8S","3U6Z1K5VYWQKE8TH0ONEVSHDOLL8NS","A quick game","A quick game - this game may only be played once.","game, simple, quick","$0.30","Wed Jul 20 12:37:22 PDT 2022","5","BatchId:4785645;OriginalHitTemplateId:920937340;","3600","259200","Wed Jul 27 12:37:22 PDT 2022","","","3EKVH9QMEZBJ3APQRNZVT0VDBF92DF","A1IBVWKNX3OKK7","Submitted","Wed Jul 20 14:59:07 PDT 2022","Wed Jul 20 15:04:39 PDT 2022","Sat Jul 23 15:04:39 PDT 2022","","","","332","0% (0/0)","0% (0/0)","0% (0/0)","2","2","N7ScGjGd8iwSDnP0m73ido"
"31JUPBOORNBA0HIDUJ1IYKKWS6DL8S","3U6Z1K5VYWQKE8TH0ONEVSHDOLL8NS","A quick game","A quick game - this game may only be played once.","game, simple, quick","$0.30","Wed Jul 20 12:37:22 PDT 2022","5","BatchId:4785645;OriginalHitTemplateId:920937340;","3600","259200","Wed Jul 27 12:37:22 PDT 2022","","","3FTYUGLFSVSB278D961TR7YPVOF5DW","A20Q74962UTGFP","Submitted","Wed Jul 20 12:37:31 PDT 2022","Wed Jul 20 12:51:02 PDT 2022","Sat Jul 23 12:51:02 PDT 2022","","","","811","100% (1/1)","100% (1/1)","0% (0/0)","2","2","N7S8k_dsd9R7SDZLm0Eido"
"31JUPBOORNBA0HIDUJ1IYKKWS6DL8S","3U6Z1K5VYWQKE8TH0ONEVSHDOLL8NS","A quick game","A quick game - this game may only be played once.","game, simple, quick","$0.30","Wed Jul 20 12:37:22 PDT 2022","5","BatchId:4785645;OriginalHitTemplateId:920937340;","3600","259200","Wed Jul 27 12:37:22 PDT 2022","","","3PB5A5BD0WDT1VWNZPHYVCFIZNA7G9","A2CEGS0NVDBCPT","Submitted","Wed Jul 20 14:51:49 PDT 2022","Wed Jul 20 15:06:10 PDT 2022","Sat Jul 23 15:06:10 PDT 2022","","","","861","100% (1/1)","0% (0/0)","0% (0/0)","2","2","N7ScVpejC0Dy0ua8k1Tido"
