"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.nums","Answer.nums","Answer.surveycode","Approve","Reject"
"3QTFNPMJC6PF8DMLFMHAOWLPXS3NZL","3U6Z1K5VYWQKE8TH0ONEVSHDOLL8NS","A quick game","A quick game - this game may only be played once.","game, simple, quick","$0.30","Thu Aug 11 12:05:01 PDT 2022","5","BatchId:4800098;OriginalHitTemplateId:920937340;","3600","259200","Thu Aug 18 12:05:01 PDT 2022","","","3018Q3ZVOJX29N3ZM3NU47VF5MWRAO","A1KFHUDQAOGWKG","Submitted","Thu Aug 11 12:05:43 PDT 2022","Thu Aug 11 12:08:22 PDT 2022","Sun Aug 14 12:08:22 PDT 2022","","","","159","100% (1/1)","0% (0/0)","0% (0/0)","1","1","N9DI6kGQ9Jqcph6N1LBido"
"3QTFNPMJC6PF8DMLFMHAOWLPXS3NZL","3U6Z1K5VYWQKE8TH0ONEVSHDOLL8NS","A quick game","A quick game - this game may only be played once.","game, simple, quick","$0.30","Thu Aug 11 12:05:01 PDT 2022","5","BatchId:4800098;OriginalHitTemplateId:920937340;","3600","259200","Thu Aug 18 12:05:01 PDT 2022","","","358UUM7WR0AKQL51F0BAUGTP4EQR7X","A27HVVLSZZ13XK","Submitted","Thu Aug 11 12:06:24 PDT 2022","Thu Aug 11 12:14:44 PDT 2022","Sun Aug 14 12:14:44 PDT 2022","","","","500","100% (2/2)","0% (0/0)","0% (0/0)","1","1","N9DJM-dtmNO_dz4RRtRido"
"3QTFNPMJC6PF8DMLFMHAOWLPXS3NZL","3U6Z1K5VYWQKE8TH0ONEVSHDOLL8NS","A quick game","A quick game - this game may only be played once.","game, simple, quick","$0.30","Thu Aug 11 12:05:01 PDT 2022","5","BatchId:4800098;OriginalHitTemplateId:920937340;","3600","259200","Thu Aug 18 12:05:01 PDT 2022","","","3P59JYT76MRQKZLNDDZAY4DZHJFT2A","A2SPEITP0H9DOC","Submitted","Thu Aug 11 13:06:33 PDT 2022","Thu Aug 11 13:10:34 PDT 2022","Sun Aug 14 13:10:34 PDT 2022","","","","241","0% (0/0)","0% (0/0)","0% (0/0)","1","1","N9DWAdXFVnAMo6nPUXZido"
"3QTFNPMJC6PF8DMLFMHAOWLPXS3NZL","3U6Z1K5VYWQKE8TH0ONEVSHDOLL8NS","A quick game","A quick game - this game may only be played once.","game, simple, quick","$0.30","Thu Aug 11 12:05:01 PDT 2022","5","BatchId:4800098;OriginalHitTemplateId:920937340;","3600","259200","Thu Aug 18 12:05:01 PDT 2022","","","3JRJSWSMQISDGYZ9RIOKISIQKNF3ES","ALYR5CI2SM2JC","Submitted","Thu Aug 11 12:05:16 PDT 2022","Thu Aug 11 12:07:56 PDT 2022","Sun Aug 14 12:07:56 PDT 2022","","","","160","100% (2/2)","0% (0/0)","0% (0/0)","1","1","N9DI2REbjmFruUhkkTxido"
"3QTFNPMJC6PF8DMLFMHAOWLPXS3NZL","3U6Z1K5VYWQKE8TH0ONEVSHDOLL8NS","A quick game","A quick game - this game may only be played once.","game, simple, quick","$0.30","Thu Aug 11 12:05:01 PDT 2022","5","BatchId:4800098;OriginalHitTemplateId:920937340;","3600","259200","Thu Aug 18 12:05:01 PDT 2022","","","3E1QT0TDFQGBX071ZI97UOOTS3Z8IL","AYXDE087J2KO","Submitted","Thu Aug 11 14:03:31 PDT 2022","Thu Aug 11 14:15:10 PDT 2022","Sun Aug 14 14:15:10 PDT 2022","","","","699","100% (1/1)","0% (0/0)","0% (0/0)","1","1","N9DjOGy_alkeLkxV-B8ido"
"304QEQWKZPR0ODG7C74VXMI85VPO09","3U6Z1K5VYWQKE8TH0ONEVSHDOLL8NS","A quick game","A quick game - this game may only be played once.","game, simple, quick","$0.30","Thu Aug 11 12:05:01 PDT 2022","5","BatchId:4800098;OriginalHitTemplateId:920937340;","3600","259200","Thu Aug 18 12:05:01 PDT 2022","","","33IZTU6J828Q6FB5C2FDEPB9S9OXSM","A1AOESAIFG8K9Y","Submitted","Thu Aug 11 12:05:43 PDT 2022","Thu Aug 11 12:56:46 PDT 2022","Sun Aug 14 12:56:46 PDT 2022","","","","3063","100% (2/2)","100% (2/2)","100% (1/1)","2","2","N9DTKVRs8QZZS3IDnynido"
"304QEQWKZPR0ODG7C74VXMI85VPO09","3U6Z1K5VYWQKE8TH0ONEVSHDOLL8NS","A quick game","A quick game - this game may only be played once.","game, simple, quick","$0.30","Thu Aug 11 12:05:01 PDT 2022","5","BatchId:4800098;OriginalHitTemplateId:920937340;","3600","259200","Thu Aug 18 12:05:01 PDT 2022","","","3GD6L00D3T4FIJD7LCYK7782V5S1MN","A3LZKK0PSS48DA","Submitted","Thu Aug 11 12:08:08 PDT 2022","Thu Aug 11 12:14:06 PDT 2022","Sun Aug 14 12:14:06 PDT 2022","","","","358","100% (4/4)","100% (3/3)","100% (1/1)","2","2","N9DJ1YaeXMO1xNY8gpYido"
"304QEQWKZPR0ODG7C74VXMI85VPO09","3U6Z1K5VYWQKE8TH0ONEVSHDOLL8NS","A quick game","A quick game - this game may only be played once.","game, simple, quick","$0.30","Thu Aug 11 12:05:01 PDT 2022","5","BatchId:4800098;OriginalHitTemplateId:920937340;","3600","259200","Thu Aug 18 12:05:01 PDT 2022","","","30MVJZJNHNK76GAHMS0L6LY4PO9J90","A3T8THFPERMABH","Submitted","Thu Aug 11 14:27:28 PDT 2022","Thu Aug 11 14:31:19 PDT 2022","Sun Aug 14 14:31:19 PDT 2022","","","","231","100% (1/1)","0% (0/0)","0% (0/0)","2","2","N9Dn_Jyy-u60LW0vPVLido"
"304QEQWKZPR0ODG7C74VXMI85VPO09","3U6Z1K5VYWQKE8TH0ONEVSHDOLL8NS","A quick game","A quick game - this game may only be played once.","game, simple, quick","$0.30","Thu Aug 11 12:05:01 PDT 2022","5","BatchId:4800098;OriginalHitTemplateId:920937340;","3600","259200","Thu Aug 18 12:05:01 PDT 2022","","","3XLBSAQ9Z5JTSCRSPH5NGJVODV9Z7Y","A3UV55HC87DO9C","Submitted","Thu Aug 11 12:09:11 PDT 2022","Thu Aug 11 12:41:45 PDT 2022","Sun Aug 14 12:41:45 PDT 2022","","","","1954","100% (2/2)","0% (0/0)","0% (0/0)","2","2","N9DPgnQdMDbanRVjjOfido"
"304QEQWKZPR0ODG7C74VXMI85VPO09","3U6Z1K5VYWQKE8TH0ONEVSHDOLL8NS","A quick game","A quick game - this game may only be played once.","game, simple, quick","$0.30","Thu Aug 11 12:05:01 PDT 2022","5","BatchId:4800098;OriginalHitTemplateId:920937340;","3600","259200","Thu Aug 18 12:05:01 PDT 2022","","","33CID571050RM49184BOVN8ATKG3LF","AE9NEN3HNKVYM","Submitted","Thu Aug 11 12:16:31 PDT 2022","Thu Aug 11 12:22:47 PDT 2022","Sun Aug 14 12:22:47 PDT 2022","","","","376","0% (0/0)","0% (0/0)","0% (0/0)","2","2","N9DKhE7GOGiPxqtlTdyido"
